,cui,semtypes,name,abstracts,male_abstracts,female_abstracts
1682952,C1290162,['dsyn'],Disorder of smooth muscle,0,0,0
1683168,C0987219,['clnd'],Lisinopril 20 MG,1,20,20
1683246,C3841584,['fndg'],4 lead,4,70,50
1683289,C0026267,['dsyn'],Mitral Valve Prolapse Syndrome,1,20,20
1683321,C1866956,['dsyn'],Aortic root dilation,2,40,40
1683334,C0340643,['patf'],Dissection of aorta,1,20,20
1683348,C2317363,['fndg'],Family history of dissection of aorta,1,20,20
1683364,C0447375,['bpoc'],Mesial tooth root,1,20,20
1683499,C0442339,['spco'],Transaortic approach,2,40,40
1683504,C1960800,['dsyn'],Critical stenosis of aortic valve,1,20,20
1683510,C0803371,['clna'],Stroke volume:Vol:Pt:Heart.ventricle.left:Qn,2,40,40
1683552,C0206659,['neop'],Embryonal Carcinoma,2,20,20
1683604,C0030415,"['bodm', 'orch']",Paraffin,2,10,20
1683632,C0334524,['neop'],Mixed Germ Cell Tumor,1,10,10
1683707,C0037532,"['inch', 'phsu']",Sodium Nitrite,4,31,40
1683726,C0025635,"['aapp', 'bacs']",Methemoglobin,4,31,31
1683780,C0439283,['qnco'],nmol/kg,2,11,10
1683784,C0242084,['dsyn'],Ruptured cerebral aneurysm,1,1,10
1683795,C3844316,['tmco'],Less than 1 hour,1,1,10
1683809,C0182109,['medd'],Pulse oximeter,2,11,20
1683827,C0729817,['lbpr'],Blood sodium measurement,1,1,10
1684050,C1832321,['dsyn'],INFLAMMATORY BOWEL DISEASE 2,1,20,20
1684127,C0149816,['dsyn'],Ischiorectal abscess,1,20,20
1685057,C1145938,['clnd'],quetiapine 200 MG,1,20,20
1685251,C4045304,"['orch', 'phsu']",GSK2336805,1,10,1
1685457,C4508346,['orch'],"methyl-2-(4-(4-hydroxy-phenoxy)-3,5-diiodophenyl)acetate",1,20,20
1685540,C0026265,['dsyn'],Diseases of mitral valve,1,20,20
1685624,C0040149,['dsyn'],Subacute thyroiditis,1,20,20
1685625,C0299197,"['aapp', 'imft', 'rcpt']",thyrotropin-binding inhibitory immunoglobulin,1,20,20
1685626,C0040130,['lbpr'],Thyroid Function Tests,2,40,40
1685651,C0202225,['lbpr'],T4 free measurement,3,40,50
1685668,C1301651,['clna'],Monitoring features,1,20,20
1685693,C2935224,"['aapp', 'imft', 'phsu']",otelixizumab,1,20,20
1685707,C0680227,['socb'],defend,1,20,20
1685790,C1850885,['fndg'],Onset 1-12 years,1,20,20
1686104,C0858352,['inbe'],gambler,1,10,1
1686317,C0642334,"['nnon', 'phsu']",N(2)-(3-trifluoromethylphenyl)guanine,2,40,40
1686397,C3898573,['fndg'],Loss of Patency of Side Branch,1,20,20
1686409,C3708364,['topp'],Vascular embolization therapy,1,20,20
1686474,C0025951,['lbpr'],Microbiological Techniques,1,10,10
1686475,C1752856,['orgf'],Host-Pathogen Interactions,1,10,10
1686827,C4505227,['hlca'],Early Goal-Directed Therapy,1,20,20
1686875,C0420201,['topp'],Central venous pressure monitoring,1,20,20
1686877,C0919865,['topp'],central line placement,1,20,20
1686947,C0001699,['bact'],Klebsiella pneumoniae,4,51,41
1686963,C1455818,"['aapp', 'enzy']","AOC3 protein, human",1,20,10
1687136,C0029182,['dsyn'],orbit (eye disorders),1,1,10
1687147,C0854643,['topp'],reinfusion,1,1,10
1687214,C1546430,['idcn'],Clinic referral,1,1,10
1687229,C0597261,['ocac'],poison control,1,1,10
1687239,C1265823,['patf'],Recurrent inflammation,1,1,10
1687304,C2733369,['phsu'],Amlodipine / telmisartan,1,20,20
1687398,C3215819,['clnd'],telmisartan Pill,3,60,60
1687565,C0983851,['clnd'],Aspirin 150 MG,1,20,20
1688028,C1514989,['dora'],Strenuous Exercise,1,0,10
1688048,C0013085,"['orch', 'phsu']",Doxepin,1,20,10
1688119,C0700535,"['orch', 'phsu']",Doxepin Hydrochloride,1,20,10
1688171,C0366456,['clna'],Doxepin:Mass:Pt:Dose:Qn,1,20,10
1688189,C0848386,['dsyn'],Ulcer;stomatitis;acute,1,20,10
1688333,C1303139,['fndg'],Delayed onset of sleep,1,1,10
1688690,C0451169,['inpr'],Functional assessment measure,1,10,20
1688715,C4530780,['clnd'],pregabalin 330 MG,1,10,20
1689189,C0340647,['dsyn'],Distal aortic dissection,1,10,10
1689213,C0552414,['qnco'],diameter.transverse,1,10,10
1689214,C0333089,['ftcn'],False dilatation,1,10,10
1689218,C1275672,['qnco'],% diameter reduction,2,30,11
1689251,C0333204,['acab'],Non-occlusive thrombus,1,10,10
1689293,C3536906,"['aapp', 'phsu', 'vita']",Methylmethionine Sulfonium Chloride,1,20,20
1689340,C1518962,['lbpr'],Percent Free Prostate-Specific Antigen Measurement,2,40,20
1689349,C0919758,['lbpr'],Vitamin D measurement,2,40,40
1689696,C0524345,['fndg'],Suicide of relative,1,20,20
1689840,C0423620,['fndg'],Headache site (finding),2,40,40
1689928,C2717999,['medd'],Insecticide-Treated Bednets,4,40,80
1689999,C0626534,['aapp'],SP 7,1,20,20
1690272,C1422473,['gngm'],AVIL gene,2,30,40
1690317,C1273643,['bodm'],Film-coated tablet,5,70,40
1690319,C4511457,"['orch', 'phsu']",Ibuprofen sodium dihydrate,1,20,20
1690339,C0008056,['virs'],Chikungunya virus,1,10,10
1690405,C0008055,['dsyn'],Chikungunya Fever,1,10,10
1690414,C0002331,['virs'],Alphavirus,1,10,10
1691415,C2961780,"['orch', 'phsu']",Halaven,2,1,11
1691595,C2959938,['topp'],Change in insulin dose,2,30,30
1691630,C0058527,"['orch', 'phsu']",DL 111,1,10,10
1692049,C1371678,['ortf'],Decreased Intravascular Volume,1,20,20
1692057,C2266870,['phsf'],Increased Diuresis,0,0,0
1692242,C4041024,['resa'],Enrollment in clinical trial,4,50,60
1692259,C0237576,['socb'],group discussion,3,60,50
1692536,C0423927,['mobd'],Mild memory disturbance,0,0,0
1692575,C0004663,['bact'],Bacteroides fragilis,1,10,10
1692577,C0002642,['euka'],Amoeba genus,1,10,10
1692581,C1264610,['dsyn'],Infectious peritonitis,1,10,10
1692655,C4301175,['clnd'],Metronidazole Injection,1,10,10
1692686,C0034086,['bpoc'],Pulmonary valve structure,2,20,20
1692764,C1275831,['spco'],Right ventricular outflow tract view,2,20,20
1692923,C0747715,['fndg'],Diminished food intake,2,30,30
1693145,C3919240,['euka'],Seri,1,0,20
1693173,C0024894,['dsyn'],Mastitis,1,0,20
1693239,C0393386,['patf'],Radiation therapy complication,2,10,21
1693364,C0674807,"['aapp', 'bacs']",endometriosis protein-1,1,10,1
1693398,C1960867,['dsyn'],Ischemic congestive cardiomyopathy,2,20,11
1693626,C0073994,"['aapp', 'horm', 'phsu']",salmon calcitonin,2,40,40
1693652,C0064375,"['orch', 'phsu']",KL 3,1,20,20
1693712,C2707297,['fndg'],Pain effect on function,1,20,20
1693736,C0224497,['bsoj'],Articular space,2,30,40
1693898,C0574490,['lang'],Mossi language,1,10,1
1693904,C0858952,['mobd'],silence,2,20,11
1693906,C0679009,['fndg'],consciousness states,1,10,1
1693995,C4236388,['phsf'],response to vasopressin,1,10,10
1694194,C0752347,['dsyn'],Lewy Body Disease,3,30,30
1694214,C0085200,['celc'],Lewy Bodies,2,20,20
1694318,C2585732,['tmco'],Date of event,1,10,10
1694543,C2827241,"['orch', 'phsu']",lomitapide,2,20,20
1694602,C3643466,['phsu'],Microsomal Triglyceride Transfer Protein Inhibitor,1,10,10
1695236,C0029282,"['aapp', 'enzy']",Ornithine Decarboxylase,1,10,1
1695248,C0067097,['orch'],"N',N''-diacetylspermine",1,10,1
1695310,C0402574,['prog'],Exporter,1,10,1
1695320,C3825567,['neop'],Tumors in children,2,20,11
1695544,C4683948,['inpr'],Anxiety Score 10,1,20,20
1695588,C0017932,"['aapp', 'enzy']",Glycogen (Starch) Synthase,1,10,10
1696572,C0855105,['neop'],Refractory Burkitt Lymphoma,1,10,10
1696685,C0233697,['mobd'],Obsessions,1,10,10
1696717,C0992886,['clnd'],Riluzole 50 MG,1,10,10
1696749,C3548623,['orgf'],glutamate homeostasis,1,10,10
1696793,C0001546,['mobd'],Adjustment Disorders,2,40,40
1696806,C3897379,['podg'],TRICARE Beneficiary,1,20,20
1696836,C0815271,['popg'],retiree,1,20,20
1696856,C0851827,['qlco'],Dependent - ability,2,30,30
1697224,C4534539,['medd'],Endovascular device,2,30,30
1697573,C0000739,['bpoc'],Abdominal Muscles,3,30,21
1697617,C0235108,['sosy'],Feeling tense,2,20,20
1697627,C1865982,['gngm'],CCDC6/RET Fusion Gene,3,30,30
1697634,C0496544,['patf'],Complication of other surgical procedures,1,10,10
1697636,C1708251,['prog'],Grant Investigator,1,10,10
1697647,C1112446,['topp'],Wound closure,1,10,10
1697655,C0333523,['dsyn'],Deep caries,0,0,0
1697955,C1257806,['comd'],Chromosomal Instability,2,10,30
1698008,C3898879,['lbtr'],Hormone Receptor/HER2 Positive,1,0,20
1698020,C0678931,['mbrt'],genetic correlation analysis,1,0,20
1698071,C1328840,['dsyn'],Autoimmune Lymphoproliferative Syndrome,2,30,30
1698101,C0009447,['dsyn'],Common Variable Immunodeficiency,1,10,10
1698103,C3274706,['lbtr'],Autoimmune cytopenia,2,20,20
1698115,C0272126,['dsyn'],Evans syndrome,1,10,10
1698194,C0281658,['neop'],Intraocular Lymphoma,2,30,30
1698203,C0026964,['phsu'],Mydriatics,1,20,20
1698224,C0525027,['topp'],Capsulorhexis,1,20,20
1698240,C0026961,['sosy'],Mydriasis,1,20,20
1698262,C0041190,"['orch', 'phsu']",Tropicamide,1,20,20
1698283,C1881239,['ftcn'],Intracameral Route of Administration,1,20,20
1698297,C1276060,['topp'],Phacoemulsification of lens and insertion of intraocular lens,1,20,20
1698330,C0517965,['clna'],Size of pupil,1,20,20
1698345,C2146470,['phsu'],Phenylephrine / Tropicamide,1,20,20
1698397,C1540295,['gngm'],CD300C gene,2,40,40
1698771,C1383598,['clnd'],Testosterone 30 MG,1,20,0
1698970,C0210587,"['aapp', 'bacs']","High-Density Lipoproteins, Pre-beta",1,20,20
1699045,C0013860,['lbpr'],"Electrophoresis, Gel, Two-Dimensional",1,20,20
1699084,C0430292,['lbpr'],Immunofixation (procedure),1,20,20
1699111,C3252280,"['orch', 'phsu']",LY 2484595,1,20,20
1699445,C1508506,['anst'],Aorta.endograft,1,20,1
1699626,C4517603,['qnco'],1720,1,20,10
1699829,C4505382,['idcn'],Built Environment,2,30,30
1699863,C0337609,['popg'],Acquaintances,1,20,20
1700488,C2712650,['dora'],Four square,1,1,1
1700494,C0516711,['fndg'],standing balance,2,11,2
1700503,C4720838,['inpr'],Four step square test,1,1,1
1700508,C2945638,['orgf'],balance performance,1,1,1
1700605,C0439261,['qnco'],Watt,2,11,11
1700635,C0553903,['topp'],Repair of aortic valve with tissue graft,1,10,10
1700687,C0005375,['mnob'],Bicycle,2,30,30
1700808,C0977715,['clnd'],Ibuprofen 200 MG Oral Tablet,1,10,20
1700832,C0393737,['dsyn'],Episodic tension-type headache,1,10,20
1700991,C2170827,"['orch', 'phsu']",tnf alpha blockers,3,30,12
1701084,C0445165,['inpr'],P1.4,1,20,20
1701205,C1424742,['gngm'],EXOSC2 gene,1,20,20
1701269,C3808913,['mobd'],SCHIZOPHRENIA 18,2,40,30
1701334,C3661499,['ocac'],Information Extraction,1,20,20
1701550,C0055688,['orch'],CI 922,1,0,20
1701635,C0109741,"['orch', 'phsu']",CI 988,1,0,20
1701902,C0597879,['moft'],immunoreactivity,3,20,50
1702081,C4708472,['patf'],Device adherence,2,30,30
1702208,C0015852,['moft'],Fermentation,2,20,20
1702251,C1853744,['fndg'],Elevated propionate,1,10,10
1702254,C2331062,['blor'],Orbitofrontal cortex,2,20,20
1702283,C2250373,['celf'],stimulation of hormone secretion,1,10,10
1702466,C0741514,['topp'],Combined oral contraceptive TREATMENT,2,0,40
1702482,C2248315,['orgf'],ovulation cycle,2,0,30
1702514,C0062504,"['aapp', 'enzy']",heparan sulfate sulfatase,1,1,1
1702597,C0523689,['lbpr'],Heparan sulfate measurement,1,1,1
1702605,C3841832,['fndg'],Non-functioning,2,21,11
1702616,C0504073,['bsoj'],Anatomical compartment,1,1,1
1703474,C4041066,['inpr'],Deauville five point scale,1,10,10
1703798,C1152633,['moft'],receptor activity,1,20,10
1704090,C0332902,['cgab'],Congenital growth disproportion,1,20,20
1704195,C0036892,['resa'],Sex Preselection,1,10,0
1704443,C0751188,['sosy'],Post-Dural Puncture Headaches,1,20,20
1704533,C0919622,['inpo'],Accidental dural puncture,1,20,20
1704572,C0376511,['medd'],"Dental Implants, Single-Tooth",1,10,10
1704626,C4489239,['fndg'],Mucosal margin,2,20,11
1704646,C2986576,['qlco'],Distobuccal,1,10,10
1704657,C1700049,"['bacs', 'orch', 'phsu']",Protandim,1,10,10
1704722,C0871966,['inbe'],Athletic Performance,1,10,10
1704726,C0017822,"['aapp', 'enzy']",GLUTATHIONE PEROXIDASE,1,10,10
1704750,C1518478,['food'],Nutraceuticals,2,20,20
1704863,C1319849,['topp'],Atkins Diet,1,10,0
1704938,C0036812,['lbpr'],serum ketones,1,10,0
1704973,C0599009,['fndg'],diet and cancer,1,10,0
1704983,C4288440,['tmco'],Past 2 Weeks,3,40,30
1705038,C2700112,['qlco'],Unpaired,1,10,0
1705185,C0589595,['fndg'],Intrauterine contraception,1,0,10
1705582,C1278069,['lbpr'],Plasma free fatty acid measurement,1,10,0
1705630,C0017191,['diap'],Gastrointestinal transit procedure,2,10,20
1705657,C0870079,['phpr'],Softening,1,0,10
1705662,C0021838,['ortf'],Intestinal Motility,1,0,10
1705705,C2263233,['celf'],body fluid secretion,1,0,10
1705709,C0232688,['ortf'],Large bowel transit time,1,0,10
1705729,C2985102,['clas'],Small Colon,1,0,10
1705734,C0545876,['bsoj'],Lumen of intestine,1,0,10
1705967,C2712370,['dsyn'],Apparent life threatening event in infant,1,20,10
1706194,C3642472,['grup'],Subject Pool,4,80,80
1706375,C0231197,['phsf'],Physiologic tolerance,1,10,10
1706637,C2986494,['lbpr'],Optical Spectroscopy,1,10,20
1706740,C1896901,['bact'],Rhodanobacter terrae,1,20,0
1707093,C1293232,['topp'],Arm implantation,1,0,20
1707215,C0147999,"['orch', 'phsu']",V-1326,1,20,20
1707281,C0751007,['dsyn'],Intracranial Atherosclerosis,1,20,20
1707438,C0303697,"['elii', 'irda']",Argon-37,1,20,20
1707518,C4288825,['fndg'],Left Ventricular Outflow Tract Peak Velocity,1,20,20
1707626,C0010423,['npop'],Crystallization,3,30,10
1707667,C0442052,['spco'],Part structure,1,10,0
1707849,C3828944,['inpr'],MRS - Modified Rankin Scale Score,1,20,20
1707867,C0472376,['patf'],Thalamic hemorrhage,1,20,20
1707912,C0302598,['dsyn'],Avian ventriculitis,1,20,20
1707955,C4519739,"['aapp', 'imft', 'phsu']",anifrolumab,1,10,20
1708018,C0063699,"['aapp', 'imft', 'rcpt']",Interferon Receptor,1,10,20
1708391,C1655202,"['aapp', 'irda']",Phosphorylated Epidermal Growth Factor Receptor,1,20,20
1708396,C1148278,['clna'],Tacrolimus:Mass:Pt:Dose:Qn,1,10,10
1708886,C0007616,['lbpr'],Cell Separation,5,71,71
1708953,C0230445,['blor'],Structure of calf of leg,1,10,10
1709011,C0333235,['patf'],Collateral hyperemia,1,10,10
1709293,C0401187,['topp'],Live donor nephrectomy,1,10,10
1709650,C0598798,['neop'],Lymphoid neoplasm,1,20,10
1709701,C0001074,['bpoc'],Structure of achilles tendon,1,10,10
1709704,C0020164,['bpoc'],Bone structure of humerus,2,20,20
1709751,C0222681,['bpoc'],Structure of epicondyle,1,10,10
1709773,C1279117,['bpoc'],Entire lateral condyle of femur,1,10,10
1709780,C0223865,['bpoc'],Structure of greater trochanter of femur,1,10,10
1709907,C1846631,['fndg'],"CELIAC DISEASE, SUSCEPTIBILITY TO, 5",1,10,10
1709911,C0582666,['inpr'],Rosenberg Self-Esteem Scale,1,10,10
1709947,C0204480,['diap'],Psychiatric interview and evaluation,3,30,21
1710358,C0068897,"['orch', 'phsu']",tiagabine,1,1,1
1710443,C0231487,['fndg'],Increased muscle function,1,1,1
1710550,C1822731,['gngm'],SKAP2 gene,2,40,30
1710571,C2825571,['fndg'],Heart Rate Score,2,40,40
1710578,C0597774,['diap'],AIDS diagnosis,2,40,40
1710604,C2981173,['cnce'],Variable Characteristic,2,30,30
1710818,C4301674,['phsu'],Vasopressin V2 Receptor Antagonist,1,20,20
1711325,C1717601,['fndg'],Barriers to self management,1,20,20
1711357,C0557514,['prog'],Registrar,1,20,20
1711368,C0002830,['euka'],Ancylostomatoidea,1,10,10
1711416,C0002826,['euka'],Necator americanus,1,10,10
1711426,C0017837,"['aapp', 'enzy']",Glutathione S-Transferase,2,20,10
1711427,C0031874,['fngs'],Pichia,1,10,10
1711468,C3662816,['euka'],Family Ancylostomatidae adult,1,10,10
1711642,C0854416,['dsyn'],Pulmonary Vascular Disorder,1,10,10
1711873,C3840626,['fndg'],Day care 3,1,10,10
1711946,C1334363,['neop'],Large Cell Lung Neuroendocrine Carcinoma,1,10,10
1711968,C0728984,['fndg'],Encounter due to problems with sight,1,10,10
1711990,C1835590,['fndg'],Male predominance,1,10,10
1711992,C1386058,['sosy'],General physical deterioration,1,10,10
1712197,C2827417,['qnco'],Knee to Heel Length Measurement,1,10,10
1712200,C1967989,['clnd'],fluticasone Dry Powder Inhaler,2,30,30
1712476,C0009337,"['aapp', 'bacs']",Collagen Type VII,1,1,1
1712495,C0079474,['dsyn'],Hallopeau-Siemens Disease,1,1,1
1712544,C0544885,['comd'],Nonsense mutation,1,1,1
1712550,C0014527,['cgab'],Epidermolysis Bullosa,1,1,1
1712566,C0744381,['topp'],GENTAMICIN Administration,1,1,1
1712595,C0309177,['clnd'],GENTAMICIN SULFATE INJECTION,1,1,1
1712611,C2712179,['fndg'],Actual Effective Skin Integrity,1,1,1
1712616,C0221929,['bsoj'],Dermoepidermal junction,1,1,1
1712977,C1326153,['celf'],immunological synapse formation,1,20,10
1712989,C0022686,['cell'],Killer Cells,1,20,10
1713064,C3850056,['phsu'],Cytochrome P-450 CYP3A Inhibitors,1,10,10
1713075,C3850044,['phsu'],Cytochrome P-450 CYP3A Inducers,1,10,10
1713332,C1513712,['qlco'],Mucinous,1,10,10
1713371,C0560564,['topp'],Ultrasound destruction,2,10,10
1713504,C3843406,['fndg'],13-17 years of age,1,10,10
1713593,C1439030,"['aapp', 'bacs']","SHORT ROOT protein, Arabidopsis",2,20,40
1713791,C3819028,['celf'],Interleukin 6 Receptor Antagonists,1,20,20
1713892,C0016522,['cgab'],"Foramen Ovale, Patent",2,21,30
1713992,C0430761,['clna'],Stroke test response,3,50,50
1714227,C0057968,"['orch', 'phsu']",diethylstilbestrol monophosphate,2,40,40
1714268,C0201682,['lbpr'],Chemical procedure,1,20,20
1714888,C3896695,['mbrt'],Allele-Specific Oligonucleotide Real-Time Quantitative Polymerase Chain Reaction,1,20,20
1714890,C4086588,['fndg'],Minimal Residual Disease Response,2,30,30
1715259,C2825207,['inpr'],Device Parameters,1,20,20
1715360,C3686485,['patf'],Effusion of blood,0,0,0
1715389,C4331442,['fndg'],Tumor Marker Response,1,20,20
1715537,C0559146,['fndg'],H/O: carcinoma,1,20,10
1715639,C0140599,"['aapp', 'bacs']","TAP1 protein, human",1,10,10
1715759,C4304943,['inpr'],Patient-Specific Functional Scale,1,10,10
1715877,C0920149,['diap'],Bone densitometry procedure,1,20,20
1715932,C0730543,['edac'],Lifestyle education,1,20,20
1716176,C1417507,['gngm'],MVD gene,2,30,40
1716440,C0680855,['ocac'],solicitation,2,40,40
1716510,C0849907,['sosy'],Itching of ear,1,20,20
1716511,C0235351,['dsyn'],Ulcer on tongue,1,20,20
1716516,C1316188,['clna'],Collection method:Finding:Point in time:Specimen:Narrative:CAP cancer protocols,1,20,20
1716888,C0850338,['topp'],mental state examination,2,21,21
1716981,C3687543,['fndg'],Production finding,1,10,20
1717126,C4528394,['tmco'],Planned Treatment Duration,1,20,20
1717232,C0336536,['mnob'],Metal device,1,20,10
1717612,C2940650,['clnd'],dabigatran etexilate 75 MG,1,10,10
1717953,C0520250,['topp'],Bilateral Intervention,1,20,20
1717977,C3263525,['inpr'],Generalized anxiety disorder 7 item,1,20,20
1718251,C0427195,['fndg'],Muscle Tension,1,10,1
1718315,C1412756,['gngm'],BCHE gene,1,10,1
1718345,C0543454,"['antb', 'orch']",fosfomycin tromethamine,1,1,10
1718452,C0079323,"['aapp', 'bacs']",Extracellular Matrix Proteins,4,42,30
1718491,C1335533,"['aapp', 'irda']",Protein Fragment,1,20,10
1718763,C0442146,['spco'],Parasternal,1,10,10
1718841,C0678387,['food'],bock,1,10,10
1719063,C0027754,"['aapp', 'bacs']",Nerve Growth Factors,1,20,20
1719074,C0235272,['dsyn'],Retinal damage,1,20,20
1719115,C1517335,['moft'],G-Protein Signaling Pathway,1,20,20
1719120,C0947830,['topp'],Retinal therapeutic procedures,1,20,20
1719137,C0241657,['fndg'],Abnormality of the vasculature,1,20,20
1719211,C1450477,['bmod'],Systems Biology,3,22,31
1719310,C1156817,['moft'],proline metabolic process,1,20,20
1719314,C1874187,"['aapp', 'phsu']",AMINO ACIDS/PROTEINS,1,20,20
1719330,C1156823,['moft'],Histidine Metabolism Pathway,1,20,20
1719336,C1513162,['moft'],Metabolite Interaction,1,20,20
1719454,C4526671,['comd'],RAF Family Gene Mutation,1,20,20
1719579,C0247025,"['orch', 'phsu']",tirofiban,1,20,10
1719737,C0237167,['fndg'],Language Barriers,1,20,20
1719909,C4519225,"['orch', 'phsu']",Zoliflodacin,1,20,10
1719982,C4049106,['inpr'],Microbiology - Laboratory Class,1,20,10
1719994,C4043590,"['orch', 'phsu']",AZD0914,1,20,10
1720034,C0275665,['dsyn'],Gonorrhea of rectum,1,20,10
1720046,C0426317,['sosy'],Genitourinary symptoms,2,20,30
1720075,C4050978,['clnd'],Ceftriaxone 500 MG,1,20,10
1720290,C0007129,['neop'],Merkel cell carcinoma,1,20,10
1720721,C0037424,['ocac'],Social Marketing,1,0,20
1720732,C0009470,['hlca'],Community Health Education,2,10,30
1721037,C0300207,"['orch', 'phsu']",CDB 2914,2,0,20
1721065,C0029968,['topp'],Ovulation Inhibition,1,0,10
1721133,C2712711,['dsyn'],Benign endometrial hyperplasia,1,0,10
1721142,C1096235,['sosy'],Premenopausal symptoms,1,0,10
1721459,C0504605,['bsoj'],Thoracic vertebral arch joint,1,10,10
1721657,C1285152,['ftcn'],Procedure by site,1,10,20
1721976,C0119032,['orch'],Gelucire 50-13,1,20,20
1722305,C0023882,['dsyn'],Little's Disease,2,40,1
1722378,C0724348,"['orch', 'phsu', 'vita']",Vitamin E D-Alpha,1,20,0
1722410,C1705328,['gngm'],AKT1 wt Allele,1,20,0
1722523,C0457499,['inpr'],Type 5,1,0,20
1722558,C0449570,['inpr'],Test type,3,40,60
1722707,C0439300,['qnco'],Micromole/liter,1,10,1
1722934,C0813622,"['bacs', 'orch', 'phsu']",Hyaluronan,2,30,30
1722939,C0553730,['dsyn'],Calcium pyrophosphate deposition disease,2,20,30
1723004,C1997924,['fndg'],Disability of arm,1,10,10
1723196,C0035285,"['aapp', 'bacs']",Reticulin,3,60,60
1723269,C1882596,['bpoc'],Rat Bone Marrow,1,20,20
1723554,C0872206,['biof'],light effects,1,10,10
1723715,C4053735,['inpr'],Child-Pugh - Ascites,1,20,20
1723764,C0522254,['dsyn'],Analgesic Overuse Headache,3,30,50
1723781,C0303003,"['elii', 'irda']",Chlorine-39,1,10,20
1724074,C0077972,['topp'],VAD combination,1,10,10
1724098,C0278972,['topp'],prednisone/vincristine,1,10,10
1724115,C0278655,['topp'],etoposide/vincristine,1,10,10
1724156,C0017728,"['diap', 'resa']",Glucose Clamp Technique,3,30,30
1724752,C3152967,['clnd'],Vandetanib 100 MG,1,20,20
1724784,C0694890,['gngm'],RET gene,1,20,20
1725027,C0270923,['dsyn'],Secondary peripheral neuropathy,1,20,20
1725045,C1285913,['clna'],Measure of kidney,2,30,20
1725316,C0025111,['bdsu'],Medical Waste,1,20,20
1725372,C0424117,['fndg'],Excessive energy,1,20,20
1725397,C0805431,['qnco'],calcium/protein,1,20,20
1725400,C1883649,['fndg'],completed sixth grade,2,40,40
1725535,C4720179,['clnd'],Diclofenac Potassium Capsules,1,10,20
1725566,C1529723,"['aapp', 'enzy', 'rcpt']","NPR1 protein, human",1,10,20
1725633,C0043217,['sbst'],Wood material,4,60,50
1725650,C0233505,['mobd'],Mood insomnia,1,10,10
1725679,C0587494,['hcro'],Psychiatry department,1,10,10
1725700,C0597237,['npop'],Physical Phenomenon or Property,1,10,10
1725719,C0033578,['neop'],Prostatic Neoplasms,3,40,20
1725760,C1417807,['gngm'],NPPA gene,1,10,0
1725934,C0054368,['orch'],C 31G,1,0,20
1725975,C0037862,['phsu'],Spermatocidal Agents,1,0,20
1725990,C0068943,"['orch', 'phsu']",Nonoxynol,1,0,20
1726077,C0419533,['fndg'],Spermicidal contraception,1,0,20
1726141,C0852795,['fndg'],Increased insulin level,2,10,20
1726202,C0533389,"['orch', 'phsu']",GR 205171,1,10,10
1726230,C0167771,"['aapp', 'bacs']",calcyclin-associated protein 50,1,10,10
1726439,C0919574,['fndg'],immobilization prolonged,1,20,20
1726455,C3858556,['ftcn'],adult alert,2,40,40
1726580,C2678019,['fndg'],Decreased spinal mobility,1,10,1
1726647,C0442106,['blor'],Intervertebral,1,10,1
1726784,C1337395,"['antb', 'orch']",mycophenolate sodium,3,50,50
1726831,C4034055,['clnd'],basiliximab 20 MG,1,20,20
1726856,C0851043,['fndg'],Increased lipid,7,110,120
1727010,C0522487,['spco'],Long axis,2,40,30
1727013,C0441097,['medd'],Anterior lead,1,20,20
1727093,C1705097,"['aapp', 'bacs']",Interleukin-17F,1,10,10
1727102,C0253456,"['aapp', 'enzy']","JAK3 protein, human",1,10,10
1727104,C1872104,"['aapp', 'rcpt']","IL23R protein, human",1,10,10
1727110,C1335872,['gngm'],STAT1 gene,1,10,10
1727157,C3269033,['moft'],interleukin-17A production,1,10,10
1727158,C1819451,['orgf'],interleukin-23 production,1,10,10
1727160,C1155042,['celf'],T-helper cell differentiation,1,10,10
1727294,C1568904,"['orch', 'phsu']","3,3'-di-(N-cyclopropylmethyl-4,5-epoxy-14-hydroxymorphinan-6-one-3-yl)carbonate",2,30,20
1727530,C1724410,['clnd'],Sumatriptan 85 MG,1,10,20
1727536,C2826974,['inpr'],Questionnaire Test,1,10,20
1727591,C0682125,['popg'],Alaska Natives,1,20,20
1727734,C1707073,['inpr'],CAS_Registry,1,20,20
1727761,C1515095,['resa'],Surveillance Program,2,30,40
1728160,C0814766,['qlco'],attributable risk,1,20,20
1728165,C3853081,['tmco'],One to two times per year,1,20,20
1728280,C4048190,['ocdi'],Agricultural Workers,1,20,20
1728398,C1425732,['gngm'],GLCCI1 gene,1,20,20
1728454,C3280689,['fndg'],"GLUCOCORTICOID THERAPY, RESPONSE TO",1,20,20
1728458,C1880153,['resa'],Complete Linkage Cluster Analysis,1,20,20
1728647,C1556272,['fndg'],"Grade 1 Hypertension, CTCAE",1,0,10
1728651,C1559969,['fndg'],"Grade 2 Proteinuria, CTCAE",1,0,10
1728793,C0521819,['inpo'],Vaccination failure,3,60,60
1728848,C3831551,['inpr'],American Urological Association Symptom Score,1,20,0
1728909,C0021791,['inpr'],International System of Units,1,20,0
1728960,C1511964,['phsf'],Dihydrotestosterone Suppression,1,20,0
1728995,C0441851,['inpr'],Group Q,1,20,0
1729048,C0042537,['geoa'],Vermont,1,20,20
1729065,C1825625,['gngm'],ISX gene,1,20,20
1729093,C0262756,['topp'],respiratory management,1,20,20
1729442,C2249543,['orgf'],activation of blood pressure,1,1,10
